name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox,category_1,category_2
CeOH+2,NA,CeOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-206800,-215210,-2.7,-34.1,4.5,2.7525,-1.0606,6.1673,-2.7351,-3.684,-9.9807,1.1,2,4,0,-1.0000 CeOH+2 -1.0000 H+ 1.0000 Ce+3 1.0000 H2O,,Ce+3 O-2 H+,inorganic_aq,
CeO+,NA,CeO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-195900,-199510,13.4,-76.1,7,2.8409,-0.843,6.0772,-2.7441,-35.2162,-18.5361,0.3491,1,4,0,-1.0000 CeO+ -2.0000 H+ 1.0000 Ce+3 1.0000 H2O,,Ce+3 O-2,inorganic_aq,
CeO2H,NA,CeO2H,aq,HSS95,NA,1/21/1998,cal,-239300,-249500,48.5,-134.6,23.8,5.0117,4.4582,3.9917,-2.9632,-72.9937,-30.4525,-0.03,0,4,0,-1.0000 CeO2H -3.0000 H+ 1.0000 Ce+3 2.0000 H2O,,Ce+3 2O-2 H+,inorganic_aq,
CeO2-,NA,CeO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-222100,-234820,38.6,-114.1,21.4,5.0465,4.5418,3.9626,-2.9667,-51.0768,-26.2767,1.0449,-1,4,0,-1.0000 CeO2- -4.0000 H+ 1.0000 Ce+3 2.0000 H2O,,Ce+3 2O-2,inorganic_aq,
CeNO3+2,NA,CeNO3+2,aq,HSS95,NA,6/2/1998,cal,-189900,-223200,-32.2,16.7,-6.9,1.412,-4.3253,7.4319,-2.6001,30.1006,0.3288,1.5475,2,4,0,-1.0000 CeNO3+2 1.0000 Ce+3 1.0000 NO3-,,Ce+3 N+5 3O-2,inorganic_aq,
CeHCO3+2,NA,CeHCO3+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-304500,-330200,-9.5,31.4,-11.2,0.6941,-6.0823,8.1309,-2.5275,35.5792,3.3307,1.2048,2,4,0,-1.0000 CeHCO3+2 1.0000 Ce+3 1.0000 HCO3-,,Ce+3 H+ C+4 3O-2,inorganic_aq,
CeH2PO4+2,NA,CeH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-435100,-480100,-25.9,34.1,-4.5,1.693,-3.645,7.177,-2.6282,39.4058,3.8826,1.4477,2,4,0,-1.0000 CeH2PO4+2 1.0000 Ce+3 1.0000 HPO4-2 1.0000 H+,,Ce+3 2H+ P+5 4O-2,inorganic_aq,
CeCO3+,NA,CeCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-297887,-332620,-40.6,-65.4,-22.8,-0.916,-10.0134,9.6736,-2.3649,-21.4145,-16.3769,1.1729,1,4,0,-1.0000 CeCO3+ 1.0000 Ce+3 1.0000 HCO3- -1.0000 H+,,Ce+3 C+4 3O-2,inorganic_aq,
CeSO4+,NA,CeSO4+,aq,HSS95,SLOP98.10,10/11/2007,cal,-344500,-380200,-12.6,-60.3,-3.8,1.522,-4.0622,7.3397,-2.611,-22.4285,-15.338,0.7384,1,4,0,-1.0000 CeSO4+ 1.0000 Ce+3 1.0000 SO4-2,,Ce+3 S+6 4O-2,inorganic_aq,
PrCl+2,NA,PrCl+2,aq,HSS95,NA,1/21/1998,cal,-194400,-205300,-23.3,-11.8,-20.6,-0.519,-9.0442,9.293,-2.405,12.1429,-5.4719,1.4099,2,4,0,-1.0000 PrCl+2 1.0000 Pr+3 1.0000 Cl-,,Pr+3 Cl-,inorganic_aq,
PrCl2+,NA,PrCl2+,aq,HSS95,NA,1/21/1998,cal,-225400,-243800,-6.6,-24.3,4.1,2.5689,-1.5094,6.3442,-2.7165,-2.0764,-7.9993,0.6557,1,4,0,-1.0000 PrCl2+ 1.0000 Pr+3 2.0000 Cl-,,Pr+3 2Cl-,inorganic_aq,
PrCl3,NA,PrCl3,aq,HSS95,SLOP98.10,6/2/1998,cal,-256300,-285200,0.6,-77.7,31.5,6.0618,7.0173,2.9974,-3.069,-39.6599,-18.8665,-0.03,0,4,0,-1.0000 PrCl3 1.0000 Pr+3 3.0000 Cl-,,Pr+3 3Cl-,inorganic_aq,
PrCl4-,NA,PrCl4-,aq,HSS95,NA,1/21/1998,cal,-287100,-329500,-2.4,-171.8,61.3,10.7857,18.5526,-1.5382,-3.5459,-79.2757,-38.0736,1.6681,-1,4,0,-1.0000 PrCl4- 1.0000 Pr+3 4.0000 Cl-,,Pr+3 4Cl-,inorganic_aq,
PrF+2,NA,PrF+2,aq,HSS95,NA,1/21/1998,cal,-235700,-243400,-15,-7.7,-39.7,-3.1759,-15.5305,11.8402,-2.1369,13.4052,-4.6364,1.286,2,4,0,-1.0000 PrF+2 1.0000 Pr+3 1.0000 F-,,Pr+3 F-,inorganic_aq,
PrF2+,NA,PrF2+,aq,HSS95,NA,1/21/1998,cal,-307300,-325600,-10.7,-14.5,-36.4,-2.9414,-14.9592,11.6187,-2.1605,4.1602,-6.0041,0.7096,1,4,0,-1.0000 PrF2+ 1.0000 Pr+3 2.0000 F-,,Pr+3 2F-,inorganic_aq,
PrF3,NA,PrF3,aq,HSS95,NA,1/21/1998,cal,-377800,-410800,-20.5,-60.6,-32.6,-2.713,-14.4032,11.4035,-2.1835,-29.6505,-15.3876,-0.03,0,4,0,-1.0000 PrF3 1.0000 Pr+3 3.0000 F-,,Pr+3 3F-,inorganic_aq,
PrF4-,NA,PrF4-,aq,HSS95,NA,1/21/1998,cal,-447700,-500700,-47.6,-145.8,-29.5,-1.378,-11.143,10.1215,-2.3182,-57.8444,-32.7867,2.3433,-1,4,0,-1.0000 PrF4- 1.0000 Pr+3 4.0000 F-,,Pr+3 4F-,inorganic_aq,
PrOH+2,NA,PrOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-208000,-217110,-4,-32.6,4.3,2.7325,-1.1081,6.1822,-2.7331,-2.6058,-9.6751,1.1216,2,4,0,-1.0000 PrOH+2 -1.0000 H+ 1.0000 Pr+3 1.0000 H2O,,Pr+3 O-2 H+,inorganic_aq,
PrO+,NA,PrO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-195700,-200040,12,-74.5,6.8,2.8201,-0.8945,6.0986,-2.7419,-34.0998,-18.2101,0.3685,1,4,0,-1.0000 PrO+ -2.0000 H+ 1.0000 Pr+3 1.0000 H2O,,Pr+3 O-2,inorganic_aq,
PrO2H,NA,PrO2H,aq,HSS95,NA,10/11/2007,cal,-239700,-250100,47,-131.2,23.5,4.9706,4.3537,4.0423,-2.9589,-71.0012,-29.7599,-0.03,0,4,0,-1.0000 PrO2H -3.0000 H+ 1.0000 Pr+3 2.0000 H2O,,Pr+3 2O-2 H+,inorganic_aq,
PrO2-,NA,PrO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-224700,-238210,37,-110.7,21,5,4.4265,4.0111,-2.9619,-48.8607,-25.5841,1.0691,-1,4,0,-1.0000 PrO2- -4.0000 H+ 1.0000 Pr+3 2.0000 H2O,,Pr+3 2O-2,inorganic_aq,
PrNO3+2,NA,PrNO3+2,aq,HSS95,NA,1/21/1998,cal,-190000,-224900,-34,12.4,-9.4,1.0684,-5.166,7.7658,-2.5653,27.7877,-0.5419,1.5684,2,4,0,-1.0000 PrNO3+2 1.0000 Pr+3 1.0000 NO3-,,Pr+3 N+5 3O-2,inorganic_aq,
PrHCO3+2,NA,PrHCO3+2,aq,HSS95,NA,1/21/1998,cal,-305500,-336800,-28.3,27.1,-13.8,0.4387,-6.7049,8.3735,-2.5017,35.6716,2.4598,1.4867,2,4,0,-1.0000 PrHCO3+2 1.0000 Pr+3 1.0000 HCO3-,,Pr+3 H+ C+4 3O-2,inorganic_aq,
PrH2PO4+2,NA,PrH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-436000,-481500,-27.3,29.8,-7.1,1.3489,-4.4844,7.5048,-2.5935,37.0786,3.0118,1.4671,2,4,0,-1.0000 PrH2PO4+2 1.0000 Pr+3 1.0000 HPO4-2 1.0000 H+,,Pr+3 2H+ P+5 4O-2,inorganic_aq,
PrCO3+,NA,PrCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-299100,-334510,-41.8,-67.3,-23.9,-1.0523,-10.3427,9.7957,-2.3513,-22.3638,-16.7639,1.1907,1,4,0,-1.0000 PrCO3+ 1.0000 Pr+3 1.0000 HCO3- -1.0000 H+,,Pr+3 C+4 3O-2,inorganic_aq,
PrSO4+,NA,PrSO4+,aq,HSS95,SLOP98.10,10/11/2007,cal,-345500,-381500,-13.1,-62.2,-4.8,1.3885,-4.3882,7.4678,-2.5975,-23.4508,-15.7251,0.7483,1,4,0,-1.0000 PrSO4+ 1.0000 Pr+3 1.0000 SO4-2,,Pr+3 S+6 4O-2,inorganic_aq,
NdCl+2,NA,NdCl+2,aq,HSS95,NA,1/21/1998,cal,-192400,-203000,-22.7,-17.9,-21.7,-0.6746,-9.4228,9.439,-2.3894,8.4972,-6.7094,1.4006,2,4,0,-1.0000 NdCl+2 1.0000 Nd+3 1.0000 Cl-,,Nd+3 Cl-,inorganic_aq,
NdCl2+,NA,NdCl2+,aq,HSS95,NA,1/21/1998,cal,-223400,-241500,-5.9,-36.2,2.8,2.3933,-1.9354,6.5057,-2.6989,-9.179,-10.4138,0.6388,1,4,0,-1.0000 NdCl2+ 1.0000 Nd+3 2.0000 Cl-,,Nd+3 2Cl-,inorganic_aq,
NdCl3,NA,NdCl3,aq,HSS95,SLOP98.10,6/2/1998,cal,-254300,-282730,1.6,-97.8,30.1,5.8726,6.5582,3.1706,-3.05,-51.4009,-22.9475,-0.03,0,4,0,-1.0000 NdCl3 1.0000 Nd+3 3.0000 Cl-,,Nd+3 3Cl-,inorganic_aq,
NdCl4-,NA,NdCl4-,aq,HSS95,SLOP98.10,6/2/1998,cal,-285100,-327000,-1.1,-202.5,59.8,10.5672,18.0205,-1.3324,-3.5239,-97.4278,-44.3105,1.6455,-1,4,0,-1.0000 NdCl4- 1.0000 Nd+3 4.0000 Cl-,,Nd+3 4Cl-,inorganic_aq,
NdF+2,NA,NdF+2,aq,HSS95,NA,1/21/1998,cal,-233900,-241200,-14.6,-13.8,-40.8,-3.3312,-15.9098,11.9894,-2.1212,9.7675,-5.8738,1.2776,2,4,0,-1.0000 NdF+2 1.0000 Nd+3 1.0000 F-,,Nd+3 F-,inorganic_aq,
NdF2+,NA,NdF2+,aq,HSS95,NA,1/21/1998,cal,-305600,-323500,-10.4,-43,-43.8,-3.1113,-15.3752,11.7849,-2.1433,-2.7862,-8.4186,0.7096,1,4,0,-1.0000 NdF2+ 1.0000 Nd+3 2.0000 F-,,Nd+3 2F-,inorganic_aq,
NdF3,NA,NdF3,aq,HSS95,NA,1/21/1998,cal,-376100,-408900,-20.1,-80.7,-34,-2.9023,-14.862,11.5767,-2.1645,-41.3917,-19.4685,-0.03,0,4,0,-1.0000 NdF3 1.0000 Nd+3 3.0000 F-,,Nd+3 3F-,inorganic_aq,
NdF4-,NA,NdF4-,aq,HSS95,NA,1/21/1998,cal,-446100,-498700,-46.8,-176.4,-31,-1.5889,-11.6574,10.3228,-2.297,-75.7884,-39.0236,2.3433,-1,4,0,-1.0000 NdF4- 1.0000 Nd+3 4.0000 F-,,Nd+3 4F-,inorganic_aq,
NdOH+2,NA,NdOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-206200,-214900,-3.3,-33.4,4.4,2.7413,-1.0874,6.1755,-2.7339,-3.2077,-9.8381,1.1072,2,4,0,-1.0000 NdOH+2 -1.0000 H+ 1.0000 Nd+3 1.0000 H2O,,Nd+3 O-2 H+,inorganic_aq,
NdO+,NA,NdO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-194000,-197930,12.7,-75.3,6.9,2.8304,-0.8716,6.0955,-2.7429,-34.6589,-18.3731,0.3587,1,4,0,-1.0000 NdO+ -2.0000 H+ 1.0000 Nd+3 1.0000 H2O,,Nd+3 O-2,inorganic_aq,
NdO2H,NA,NdO2H,aq,HSS95,NA,1/21/1998,cal,-238000,-248000,47.8,-132.9,23.6,4.9843,4.3865,4.0304,-2.9602,-71.9974,-30.1062,-0.03,0,4,0,-1.0000 NdO2H -3.0000 H+ 1.0000 Nd+3 2.0000 H2O,,Nd+3 2O-2 H+,inorganic_aq,
NdO2-,NA,NdO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-223400,-236470,37.8,-112.4,21.2,5.0229,4.485,3.9825,-2.9643,-49.9788,-25.9304,1.0559,-1,4,0,-1.0000 NdO2- -4.0000 H+ 1.0000 Nd+3 2.0000 H2O,,Nd+3 2O-2,inorganic_aq,
NdNO3+2,NA,NdNO3+2,aq,HSS95,NA,1/21/1998,cal,-188185,-222586,-33.09,6.3,-10.6,0.9124,-5.5498,7.923,-2.5495,24.1306,-1.7794,1.5579,2,4,0,-1.0000 NdNO3+2 1.0000 Nd+3 1.0000 NO3-,,Nd+3 N+5 3O-2,inorganic_aq,
NdHCO3+2,NA,NdHCO3+2,aq,HSS95,NA,1/21/1998,cal,-303400,-329200,-10.2,21,-14.8,0.1936,-7.3045,8.6115,-2.4769,29.5859,1.2224,1.2126,2,4,0,-1.0000 NdHCO3+2 1.0000 Nd+3 1.0000 HCO3-,,Nd+3 H+ C+4 3O-2,inorganic_aq,
NdH2PO4+2,NA,NdH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-433891,-479076,-26.57,23.8,-8.2,1.1931,-4.8625,7.6492,-2.5779,33.4289,1.7743,1.4574,2,4,0,-1.0000 NdH2PO4+2 1.0000 Nd+3 1.0000 HPO4-2 1.0000 H+,,Nd+3 2H+ P+5 4O-2,inorganic_aq,
NdCO3+,NA,NdCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-297300,-332330,-41.2,-70,-24.3,-1.1199,-10.5088,9.8634,-2.3445,-24.1105,-17.3139,1.1729,1,4,0,-1.0000 NdCO3+ 1.0000 Nd+3 1.0000 HCO3- -1.0000 H+,,Nd+3 C+4 3O-2,inorganic_aq,
NdSO4+,NA,NdSO4+,aq,HSS95,NA,1/21/1998,cal,-343500,-379100,-12.3,-65,-5.4,1.3167,-4.5634,7.5367,-2.5903,-25.1244,-16.2751,0.7484,1,4,0,-1.0000 NdSO4+ 1.0000 Nd+3 1.0000 SO4-2,,Nd+3 S+6 4O-2,inorganic_aq,
SmCl+2,NA,SmCl+2,aq,HSS95,NA,1/21/1998,cal,-190900,-201700,-24.1,-18.1,-20.5,-0.5006,-8.9988,9.2743,-2.4069,8.5369,-6.7552,1.4192,2,4,0,-1.0000 SmCl+2 1.0000 Sm+3 1.0000 Cl-,,Sm+3 Cl-,inorganic_aq,
SmCl2+,NA,SmCl2+,aq,HSS95,NA,1/21/1998,cal,-221800,-240300,-7.7,-36.6,4.2,2.5888,-1.4617,6.3276,-2.7185,-9.2005,-10.5032,0.6644,1,4,0,-1.0000 SmCl2+ 1.0000 Sm+3 2.0000 Cl-,,Sm+3 2Cl-,inorganic_aq,
SmCl3,NA,SmCl3,aq,HSS95,NA,1/21/1998,cal,-252700,-281700,-0.7,-98.5,31.6,6.0808,7.0673,2.9692,-3.0711,-51.8359,-23.0986,-0.03,0,4,0,-1.0000 SmCl3 1.0000 Sm+3 3.0000 Cl-,,Sm+3 3Cl-,inorganic_aq,
SmCl4-,NA,SmCl4-,aq,HSS95,NA,1/21/1998,cal,-283500,-326200,-4.3,-203.6,61.4,10.8148,18.6261,-1.5732,-3.5489,-97.6675,-44.5415,1.6917,-1,4,0,-1.0000 SmCl4- 1.0000 Sm+3 4.0000 Cl-,,Sm+3 4Cl-,inorganic_aq,
SmF+2,NA,SmF+2,aq,HSS95,NA,1/21/1998,cal,-232400,-239900,-15.4,-14,-39.6,-3.1578,-15.4843,11.8177,-2.1388,9.7908,-5.9197,1.2944,2,4,0,-1.0000 SmF+2 1.0000 Sm+3 1.0000 F-,,Sm+3 F-,inorganic_aq,
SmF2+,NA,SmF2+,aq,HSS95,NA,1/21/1998,cal,-304200,-322200,-11.2,-26.8,-36.2,-2.9212,-14.9061,11.5895,-2.1627,-2.9564,-8.508,0.7191,1,4,0,-1.0000 SmF2+ 1.0000 Sm+3 2.0000 F-,,Sm+3 2F-,inorganic_aq,
SmF3,NA,SmF3,aq,HSS95,NA,1/21/1998,cal,-374800,-407700,-21.2,-81.4,-32.5,-2.6941,-14.3529,11.3752,-2.1856,-41.8267,-19.6196,-0.03,0,4,0,-1.0000 SmF3 1.0000 Sm+3 3.0000 F-,,Sm+3 3F-,inorganic_aq,
SmF4-,NA,SmF4-,aq,HSS95,NA,1/21/1998,cal,-444800,-497700,-48.5,-177.6,-29.3,-1.3502,-11.0723,10.0878,-2.3212,-76.2703,-39.2546,2.3632,-1,4,0,-1.0000 SmF4- 1.0000 Sm+3 4.0000 F-,,Sm+3 4F-,inorganic_aq,
SmOH+2,NA,SmOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-204900,-213970,-4.9,-31.6,4.1,2.7076,-1.1676,6.2027,-2.7306,-1.9523,-9.4714,1.1289,2,4,0,-1.0000 SmOH+2 -1.0000 H+ 1.0000 Sm+3 1.0000 H2O,,Sm+3 O-2 H+,inorganic_aq,
SmO+,NA,SmO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-193300,-197630,11,-73.3,6.7,2.8115,-0.9157,6.1076,-2.741,-33.2571,-17.9657,0.3837,1,4,0,-1.0000 SmO+ -2.0000 H+ 1.0000 Sm+3 1.0000 H2O,,Sm+3 O-2,inorganic_aq,
SmO2H,NA,SmO2H,aq,HSS95,NA,10/11/2007,cal,-237100,-247700,45.9,-128.7,23.2,4.9296,4.2552,4.0768,-2.9548,-69.5359,-29.2507,-0.03,0,4,0,-1.0000 SmO2H -3.0000 H+ 1.0000 Sm+3 2.0000 H2O,,Sm+3 2O-2 H+,inorganic_aq,
SmO2-,NA,SmO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-224700,-238220,35.9,-108.4,20.7,4.9642,4.3393,4.0456,-2.9583,-47.3681,-25.1156,1.0848,-1,4,0,-1.0000 SmO2- -4.0000 H+ 1.0000 Sm+3 2.0000 H2O,,Sm+3 2O-2,inorganic_aq,
SmNO3+2,NA,SmNO3+2,aq,HSS95,NA,1/21/1998,cal,-186700,-221600,-35.4,6.1,-9.3,1.0908,-5.1124,7.7478,-2.5676,24.2912,-1.8252,1.5897,2,4,0,-1.0000 SmNO3+2 1.0000 Sm+3 1.0000 NO3-,,Sm+3 N+5 3O-2,inorganic_aq,
SmHCO3+2,NA,SmHCO3+2,aq,HSS95,NA,1/21/1998,cal,-301800,-327900,-11.9,20.8,-13.6,0.3694,-6.8727,8.4365,-2.4948,29.6747,1.1765,1.2366,2,4,0,-1.0000 SmHCO3+2 1.0000 Sm+3 1.0000 HCO3-,,Sm+3 H+ C+4 3O-2,inorganic_aq,
SmH2PO4+2,NA,SmH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-432300,-477800,-28.3,23.5,-7,1.3708,-4.4295,7.4801,-2.5958,33.5675,1.7285,1.4867,2,4,0,-1.0000 SmH2PO4+2 1.0000 Sm+3 1.0000 HPO4-2 1.0000 H+,,Sm+3 2H+ P+5 4O-2,inorganic_aq,
SmCO3+,NA,SmCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-296000,-331340,-42.6,-70.1,-23.8,-1.0455,-10.3293,9.798,-2.3519,-24.0049,-17.3342,1.1907,1,4,0,-1.0000 SmCO3+ 1.0000 Sm+3 1.0000 HCO3- -1.0000 H+,,Sm+3 C+4 3O-2,inorganic_aq,
SmSO4+,NA,SmSO4+,aq,HSS95,NA,1/21/1998,cal,-342000,-377800,-13.3,-65,-16.4,-1.3885,-4.3882,7.4678,-2.5975,-25.0918,-16.2954,0.7483,1,4,0,-1.0000 SmSO4+ 1.0000 Sm+3 1.0000 SO4-2,,Sm+3 S+6 4O-2,inorganic_aq,
EuCl+2,NA,EuCl+2,aq,HSS95,NA,1/21/1998,cal,-169100,-181300,-26.9,-3,-19.7,-0.3777,-8.6968,9.1514,-2.4194,17.8123,-3.6844,1.4671,2,4,0,-1.0000 EuCl+2 1.0000 Eu+3 1.0000 Cl-,,Eu+3 Cl-,inorganic_aq,
EuCl2+,NA,EuCl2+,aq,HSS95,SLOP98.10,6/2/1998,cal,-2.00E+05,-220100,-11.1,-7.2,5,2.7262,-1.122,6.187,-2.7325,8.5409,-4.5117,0.7191,1,4,0,-1.0000 EuCl2+ 1.0000 Eu+3 2.0000 Cl-,,Eu+3 2Cl-,inorganic_aq,
EuCl3,NA,EuCl3,aq,HSS95,SLOP98.10,6/2/1998,cal,-230800,-261800,-5.3,-48.8,32.6,6.2132,7.3881,2.8493,-3.0843,-22.7003,-12.9719,-0.03,0,4,0,-1.0000 EuCl3 1.0000 Eu+3 3.0000 Cl-,,Eu+3 3Cl-,inorganic_aq,
EuCl4-,NA,EuCl4-,aq,HSS95,NA,1/21/1998,cal,-261600,-306800,-10.5,-127.6,62.5,10.9946,19.066,-1.7473,-3.5671,-52.2612,-29.0648,1.787,-1,4,0,-1.0000 EuCl4- 1.0000 Eu+3 4.0000 Cl-,,Eu+3 4Cl-,inorganic_aq,
EuF+2,NA,EuF+2,aq,HSS95,NA,1/21/1998,cal,-210700,-219200,-17,1,-38.8,-3.0453,-15.2112,11.7137,-2.1501,18.7828,-2.8489,1.3115,2,4,0,-1.0000 EuF+2 1.0000 Eu+3 1.0000 F-,,Eu+3 F-,inorganic_aq,
EuF2+,NA,EuF2+,aq,HSS95,NA,1/21/1998,cal,-282500,-301700,-12.7,2.6,-35.4,-2.7958,-14.6044,11.4813,-2.1752,14.4597,-2.5166,0.7384,1,4,0,-1.0000 EuF2+ 1.0000 Eu+3 2.0000 F-,,Eu+3 2F-,inorganic_aq,
EuF3,NA,EuF3,aq,HSS95,NA,1/21/1998,cal,-353200,-387300,-23.1,-31.7,-31.5,-2.5616,-14.0324,11.2555,-2.1988,-12.6911,-9.4929,-0.03,0,4,0,-1.0000 EuF3 1.0000 Eu+3 3.0000 F-,,Eu+3 3F-,inorganic_aq,
EuF4-,NA,EuF4-,aq,HSS95,NA,1/21/1998,cal,-423200,-477800,-51.8,-101.6,-28.3,-1.1887,-10.678,9.9326,-2.3375,-31.3648,-23.7779,2.4042,-1,4,0,-1.0000 EuF4- 1.0000 Eu+3 4.0000 F-,,Eu+3 4F-,inorganic_aq,
EuOH+2,NA,EuOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-183200,-194000,-8,-28.1,3.6,2.6569,-1.2969,6.2659,-2.7253,0.5828,-8.7585,1.1815,2,4,0,-1.0000 EuOH+2 -1.0000 H+ 1.0000 Eu+3 1.0000 H2O,,Eu+3 O-2 H+,inorganic_aq,
EuO+,NA,EuO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-171700,-177810,7.7,-69.6,6.1,2.7458,-1.0743,6.1663,-2.7345,-30.6415,-17.212,0.4322,1,4,0,-1.0000 EuO+ -2.0000 H+ 1.0000 Eu+3 1.0000 H2O,,Eu+3 O-2,inorganic_aq,
EuO2H,NA,EuO2H,aq,HSS95,NA,10/11/2007,cal,-216000,-228200,42.4,-120.8,22.3,4.8064,3.954,4.1968,-2.9424,-64.906,-27.6415,-0.03,0,4,0,-1.0000 EuO2H -3.0000 H+ 1.0000 Eu+3 2.0000 H2O,,Eu+3 2O-2 H+,inorganic_aq,
EuO2-,NA,EuO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-203600,-219060,32.1,-100.7,19.7,4.8468,4.0541,4.1548,-2.9465,-42.3249,-23.5471,1.1424,-1,4,0,-1.0000 EuO2- -4.0000 H+ 1.0000 Eu+3 2.0000 H2O,,Eu+3 2O-2,inorganic_aq,
EuNO3+2,NA,EuNO3+2,aq,HSS95,NA,1/21/1998,cal,-165000,-201800,-39.7,21.2,-8.6,1.2198,-4.7951,7.6178,-2.5807,33.733,1.2455,1.6556,2,4,0,-1.0000 EuNO3+2 1.0000 Eu+3 1.0000 NO3-,,Eu+3 N+5 3O-2,inorganic_aq,
EuHCO3+2,NA,EuHCO3+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-279800,-307500,-15.2,35.9,-12.9,0.4928,-6.572,8.3198,-2.5072,38.9648,4.2473,1.286,2,4,0,-1.0000 EuHCO3+2 1.0000 Eu+3 1.0000 HCO3-,,Eu+3 H+ C+4 3O-2,inorganic_aq,
EuH2PO4+2,NA,EuH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-410500,-457600,-31.7,38.6,-6.2,1.4946,-4.1236,7.3517,-2.6084,42.8673,4.7993,1.5372,2,4,0,-1.0000 EuH2PO4+2 1.0000 Eu+3 1.0000 HPO4-2 1.0000 H+,,Eu+3 2H+ P+5 4O-2,inorganic_aq,
EuCO3+,NA,EuCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-274300,-311270,-45.4,-63.4,-23.6,-0.9842,-10.1779,9.7343,-2.3581,-19.5642,-15.9695,1.2465,1,4,0,-1.0000 EuCO3+ 1.0000 Eu+3 1.0000 HCO3- -1.0000 H+,,Eu+3 C+4 3O-2,inorganic_aq,
EuSO4+,NA,EuSO4+,aq,HSS95,SLOP98.10,10/11/2007,cal,-320200,-357200,-15.3,-58.3,-4.5,1.4399,-4.2627,7.4184,-2.6027,-20.8829,-14.9306,0.779,1,4,0,-1.0000 EuSO4+ 1.0000 Eu+3 1.0000 SO4-2,,Eu+3 S+6 4O-2,inorganic_aq,
EuF+,NA,EuF+,aq,HSS95,SLOP98.10,6/2/1998,cal,-194600,-202200,1.7,47.4,24.2,2.6504,-1.311,6.2669,-2.7247,41.1681,7.448,0.5256,1,4,0,-1.0000 EuF+ 1.0000 Eu+2 1.0000 F-,,Eu+2 F-,inorganic_aq,
EuF2,NA,EuF2,aq,HSS95,SLOP98.10,6/2/1998,cal,-261000,-282200,-4.1,89.2,53.8,3.5866,0.9784,5.3596,-2.8193,63.8849,17.1229,-0.03,0,4,0,-1.0000 EuF2 1.0000 Eu+2 2.0000 F-,,Eu+2 2F-,inorganic_aq,
EuF3-,NA,EuF3-,aq,HSS95,NA,1/21/1998,cal,-327700,-365700,-20.5,131.5,86.4,5.5026,5.6556,3.5244,-3.0127,111.0055,27.2121,1.9339,-1,4,0,-1.0000 EuF3- 1.0000 Eu+2 3.0000 F-,,Eu+2 3F-,inorganic_aq,
EuF4-2,NA,EuF4-2,aq,HSS95,NA,1/21/1998,cal,-394600,-455700,-58.1,174.4,122.5,7.6287,10.8431,1.4936,-3.2272,161.1451,37.7158,4.0961,-2,4,0,-1.0000 EuF4-2 1.0000 Eu+2 4.0000 F-,,Eu+2 4F-,inorganic_aq,
EuCl+,NA,EuCl+,aq,HSS95,NA,1/21/1998,cal,-161000,-164000,19.5,51.5,5,5.1742,4.8499,3.8487,-2.9794,36.2777,6.6125,0.2557,1,4,0,-1.0000 EuCl+ 1.0000 Eu+2 1.0000 Cl-,,Eu+2 Cl-,inorganic_aq,
EuCl2,NA,EuCl2,aq,HSS95,NA,1/21/1998,cal,-193600,-204600,35,99,13.4,9.1152,14.474,0.0641,-3.3773,58.1447,15.1277,-0.03,0,4,0,-1.0000 EuCl2 1.0000 Eu+2 2.0000 Cl-,,Eu+2 2Cl-,inorganic_aq,
EuCl3-,NA,EuCl3-,aq,HSS95,NA,1/21/1998,cal,-226000,-246800,44.7,148.7,21.9,13.946,26.2721,-4.579,-3.865,91.9571,23.7331,0.9527,-1,4,0,-1.0000 EuCl3- 1.0000 Eu+2 3.0000 Cl-,,Eu+2 3Cl-,inorganic_aq,
